Name,Price,Categories,Neighborhood,City,Rating
JJ Thai Cuisine,$$,Thai,Center City West,Philadelphia,7.43697270471464
Manayunk Brewing Company,$$,"American, Brewery",Manayunk,Philadelphia,7.4287841191067
Mr Taka,None,Ramen,Fulton Ferry District,New York,7.4287841191067
Harlem Biscuit Company,$,"American, Sandwiches, Southern",South Harlem,New York,7.420595533498759
Pauli's,$,"American, Italian, Sandwiches",North End,Boston,7.420595533498759
Irwin's,None,Italian,East Passyunk Crossing,Philadelphia,7.420595533498759
Alessandro's Wood Fired Italian & Bar,$$,Italian,South Wayne Historic District,Wayne,7.408312655086849
"Emmy Squared: Williamsburg, Brooklyn, NY",$$,Pizza,Williamsburg,New York,7.4042183622828786
Edith’s Sandwich Counter,$$,"American, Bagels, Bakery, Sandwiches",Southside,New York,7.4042183622828786
Starbucks Reserve Roastery New York,$$,"American, Cafe, Italian",Chelsea,New York,7.4042183622828786
Emmy Squared Pizza: Queen Village - Philly,$$,"American, Pizza",Queen Village,Philadelphia,7.391935483870968
Bar Hygge,$$,American,Spring Garden,Philadelphia,7.391935483870968
Pizzeria Vetri,$$,"American, Pizza",Rittenhouse Square,Philadelphia,7.383746898263027
Clarkville,$$,Pizza,Spruce Hill,Philadelphia,7.383746898263027
Han Dynasty,$$,Chinese,Old City,Philadelphia,7.375558312655087
Woodrow's Sandwich Shop,$$,Sandwiches,,Philadelphia,7.375558312655087
Sang Kee Peking Duck House,$$,Chinese,Chinatown,Philadelphia,7.375558312655087
Tria Cafe Rittenhouse,$$,Cafe,Center City West,Philadelphia,7.363275434243176
Bubblefish,$$,"Bubble Tea, Japanese, Sushi",Chinatown,Philadelphia,7.363275434243176
La Colombe Coffee Roasters,$$,Coffee Shop,Kensington,Philadelphia,7.355086848635236
The Continental Mid-town,$$,"Asian, European, Global",,Philadelphia,7.350992555831265
Brauhaus Schmitz,$$,German,Bella Vista,Philadelphia,7.350992555831265
Chickie's and Pete's,$$,,,Philadelphia,7.350992555831265
Good Spoon Soupery,$$,,Olde Kensington,Philadelphia,7.338709677419355
Anastasi Seafood,$$,Seafood,Bella Vista,Philadelphia,7.338709677419355
Bar Poulet,$$,"French, Wine Bar",Rittenhouse Square,Philadelphia,7.3305210918114145
Cuba Libre Restaurant & Rum Bar - Philadelphia,$$,"Cuban, Latin American",Old City,Philadelphia,7.3305210918114145
Sanibel Fish House,$$,,,Sanibel,7.322332506203474
Sandbar Seafood and Spirits,$$,Seafood,,Anna Maria,7.318238213399503
Notting Hill Coffee Roastery,$$,Coffee Shop,Lewes Historic District,Lewes,7.314143920595534
Victory Brewing Company Downingtown,$$,Brewery,,Downingtown,7.314143920595534
Bluejacket,None,"Brewery, Pub",Navy Yard,Washington D.C.,7.305955334987593
Crooked Hammock Brewery,$$,Brewery,,Lewes,7.305955334987593
Portsmouth Brewery,$$,Brewery,Kittery,Portsmouth,7.305955334987593
Yards Brewing Company,$$,Brewery,Northern Liberties,Philadelphia,7.293672456575683
Corner Bar,None,"Bistro, European",Chinatown,New York,7.289578163771712
Casa Dani,None,Spanish,Chelsea,New York,7.289578163771712
SMASHED,$$,Burgers,Lower East Side,New York,7.281389578163772
HipCityVeg,$$,"Burgers, Vegan, Vegetarian",Midtown Village,Philadelphia,7.277295285359802
El Rey.,$$,Mexican,,Philadelphia,7.273200992555831
Lolita,$$,Mexican,Midtown Village,Philadelphia,7.269106699751861
Xochitl,$$,Mexican,Society Hill,Philadelphia,7.269106699751861
"Cantina ""Calaca"" Feliz",$$,Mexican,Fairmount,Philadelphia,7.260918114143921
Grind,None,,Village Green,Boyertown,7.2568238213399505
Old Original Bookbinder's,None,,,Philadelphia,7.2568238213399505
Philadelphia Brewing Co.,None,Brewery,,Philadelphia,7.24863523573201
Hope's Country Fresh Cookies,$,Cookies,Willowburn,Bryn Mawr,7.24863523573201
Federal Donuts,$,Donuts,Center City West,Philadelphia,7.24044665012407
Philadelphia Java Company,$,,Southwark,Philadelphia,7.24044665012407
Olympia Gyro,None,,Center City East,Philadelphia,7.232258064516129
"The Couch Tomato Café & Bistro, Manayunk",$,"Pizza, Salad",Manayunk,Philadelphia,7.228163771712159
Merkaz,None,Mediterranean,Midtown Village,Philadelphia,7.228163771712159
The Bagel Place,$,Bagels,Queen Village,Philadelphia,7.228163771712159
Manakeesh Cafe Bakery & Grill,$,Bakery,Spruce Hill,Philadelphia,7.215880893300248
Captain Bill's Oyster Bar,$$,,,Treasure Island,7.2117866004962785
P.J. Whelihan's,$$,,,Oaks,7.207692307692308
Kafe Leopold,$$,Austrian,Georgetown,Washington D.C.,7.207692307692308
La Colombe Coffee Roasters,$$,Coffee Shop,Wynnewood House,Bryn Mawr,7.199503722084367
Bella Italia Pizza Restaurant,$$,Pizza,,Oley,7.195409429280398
Scooped by Demetres (Distillery District),None,,Distillery District,Toronto,7.195409429280398
"Schell's Restaurant, Dairy Swirl, & Miniature Golf",None,"Fast Food, Ice Cream",,Temple,7.195409429280398
Giacomo's Ristorante,$$,"Italian, Pizza, Seafood",Sudbury Center Historic District,Wayland,7.195409429280398
Grimaldi's Pizzeria,$$,Pizza,Mott Section,Garden City,7.195409429280398
Jake & Leona’s Restaurant,None,,,Ephrata,7.174937965260546
Newswanger's Sausage,None,,West Park,Allentown,7.170843672456575
P.J. Whelihan's Pub + Restaurant - Reading,$$,Pub,,West Lawn,7.170843672456575
Buckingham Pizza,None,Pizza,Holicong,Buckingham,7.170843672456575
Ye Old Coventry Pub,$$,Pub,,Pottstown,7.158560794044665
Sterling Pig Public House,None,Pub,,West Chester,7.158560794044665
Arena Coffee Bar,$$,Coffee Shop,Distillery District,Toronto,7.150372208436725
Flying Fish Public Market & Grill,$$,Pub,Crescent Beach,North Myrtle Beach,7.150372208436725
Jimmy John's,$,"American, Delicatessen, National Chain",,West Chester,7.142183622828784
Bostwick's on the Harbor,None,Cocktail Bar,,East Hampton,7.138089330024814
Joe's Pizza,$,Pizza,Williamsburg,New York,7.138089330024814
Frank's Pizza,$$,Pizza,,Port Chester,7.138089330024814
Dominick's Pizza & Pub,$$,"Pizza, Pub",,Chalfont,7.138089330024814
Bocelli's Restaurant,$$,,,Doylestown,7.121712158808933
Ben & Jerry’s,$$,,Old North End,Burlington,7.121712158808933
Rusty Rudder,$$,,,Dewey Beach,7.113523573200993
Cracker Barrel Old Country Store,$$,,,Plymouth Meeting,7.1094292803970225
Tiki Bar,$$,,,Boyertown,7.105334987593052
The Greene Turtle Sports Bar & Grille West OC,$$,,,Ocean City,7.101240694789082
Rhett,None,,Historic District - North,Savannah,7.101240694789082
North Street Grille,$$,American,North End,Boston,7.093052109181142
White Dog Cafe Haverford,$$$,American,,Haverford,7.093052109181142
Harry's,$$$,"American, Steakhouse",Financial District,New York,7.093052109181142
Harper's Garden,$$,American,Center City West,Philadelphia,7.093052109181142
Cafe Landwer,$$,"American, Israeli, Italian",Commonwealth,Boston,7.093052109181142
Small Batch,$$,American,Mott Section,Garden City,7.07258064516129
The Watering Hull,$$,Caribbean,Grassy Sound,Stone Harbor,7.06848635235732
Goombas Pizzaria,$$,Pizza,,Colmar,7.0643920595533505
Mekelburg's,$$,"American, Sandwiches",Clinton Hill,New York,7.06029776674938
Thrasher's French Fries,$$,,,Ocean City,7.06029776674938
Gugu Room,None,"Filipino, Japanese",Lower East Side,New York,7.06029776674938
Nare Sushi,$$,"Japanese, Sushi",Midtown East,New York,7.04801488833747
Rafele,$$,Italian,South Village,New York,7.043920595533499
Revello's Pizza Cafe,$,Pizza,,Old Forge,7.039826302729528
The Paramount,$$,American,Beacon Hill,Boston,7.0357320099255585
Dumser's Dairyland Drive-In,$$,"American, Ice Cream",North Ocean City,Ocean City,7.031637717121589
Thrasher's French Fries,None,,Cape Isle of Wight,Ocean City,7.027543424317618
MISSION BBQ,$$,Barbecue,Shand Tract,King of Prussia,7.023449131513647
The Peanut Bar Restaurant,$$,,,Reading,7.023449131513647
Santorini by Georgios,$$,Greek,South of Fifth,Miami Beach,7.015260545905708
Nalu Dewey Beach,$$,,,Dewey Beach,7.015260545905708
Blue Bottle Coffee,$$,Coffee Shop,,Boston,7.0070719602977665
Baz Bagel,$$,Bagels,Little Italy,New York,7.002977667493797
Bagel Pub,$,"Bagels, Pub",Prospect Heights,New York,7.002977667493797
Tal Bagels,$,Bagels,Gramercy Park,New York,7.002977667493797
El Diablito Taqueria,$,Mexican,Bowery,New York,6.990694789081886
The Black Rose,$$,"Bar Food, Irish",Downtown,Boston,6.986600496277916
Casa Romero,$$,"Mexican, Taqueria",Back Bay,Boston,6.982506203473946
Tony & Elaine's,$$,Italian,North End,Boston,6.978411910669975
Pietro's,$$,Italian,Willowburn,Radnor,6.978411910669975
Rec Room by Conshohocken Brewing Co.,$$,Brewery,,Phoenixville,6.970223325062035
Tall Tales Brewing Company,$$,Brewery,,Parsonsburg,6.970223325062035
Bonefish Grill,$$,,,Willow Grove,6.970223325062035
Grid Iron Sports Bar,$$,,,Phoenixville,6.957940446650124
Arena's Milford,$$,,,Milford,6.957940446650124
Hank's Oyster Bar,$$,Seafood,Southwest Washington,Washington D.C.,6.957940446650124
CHIKO,None,Chinese,Dupont Circle,Washington D.C.,6.957940446650124
White Dog Cafe,None,,,Glen Mills,6.941563275434243
Fish Tales Bar and Grill,$$,Seafood,,Ocean City,6.941563275434243
The Daily Catch Waterfront,None,Seafood,North End,Boston,6.933374689826303
Outback Steakhouse,$$,Steakhouse,,Jamison,6.929280397022333
Dr. BBQ The Restaurant,$$,Barbecue,The Edge District,St. Petersburg,6.929280397022333
Lobster Claw,$$,,,Doylestown,6.921091811414392
Terakawa Ramen,$,Ramen,Chinatown,Philadelphia,6.921091811414392
Winnie's Manayunk,$$,"American, Breakfast",Roxborough-Manayunk,Philadelphia,6.912903225806452
a.kitchen + bar,$$$,American,French Quarter,Philadelphia,6.912903225806452
Craigie On Main,$$$$,"American, French",Central Square,Cambridge,6.912903225806452
Oregon Steaks,None,Cheesesteaks,Lower Moyamensing,Philadelphia,6.912903225806452
Attico Rooftop,None,"American, Mediterranean, Tapas",Midtown Village,Philadelphia,6.912903225806452
The Shelby,$$,"American, Breakfast, Contemporary",Trexler Estates,Allentown,6.8924317617866
Pizzeria Vetri,$$,"Italian, Pizza",Logan Square,Philadelphia,6.88833746898263
Top Tomato Bar & Pizza,$$,Pizza,Gayborhood,Philadelphia,6.88833746898263
Han Dynasty,$$,Chinese,University City,Philadelphia,6.88014888337469
Trattoria Carina,$$,Italian,,Philadelphia,6.88014888337469
Zorba's Tavern,$$,Mediterranean,Spring Garden,Philadelphia,6.88014888337469
Hawthornes,$$,American,Hawthorne,Philadelphia,6.88014888337469
Little Nonna's,$$,Italian,Gayborhood,Philadelphia,6.88014888337469
Bacco Bistro,$$,,,Doylestown,6.859677419354838
Dudley Chateau,$,,Cochituate,Wayland,6.855583126550869
Weber's Drive In,$,,,Pennsauken Township,6.855583126550869
PHO•NOM1NAL,None,,,Allentown,6.855583126550869
Lee's Hoagie House,$,,,Doylestown,6.185994764397906
Nom Wah Philadelphia,$,"Chinese, Dim Sum",Chinatown,Philadelphia,6.8433002481389575
Añejo Philadelphia,None,Mexican,Northern Liberties,Philadelphia,6.8433002481389575
Loco Pez West Philly,$$,Mexican,Cedar Park,Philadelphia,6.8433002481389575
Smitty's Clam Bar,$,,Historic/Old Town,Somers Point,6.8433002481389575
Philly Style Bagels,$,Bagels,Fishtown,Philadelphia,6.826923076923077
Sanibel Bean,$$,,,Sanibel,6.822828784119107
Manhattan Bagel,$,,,Langhorne,6.181675392670157
Giovanni's cafe and pizzeria,$,Pizza,,Boyertown,6.181675392670157
Mamma Maria's Restaurant & Pizzeria,$$,Pizza,,Boyertown,6.1730366492146596
Point Diner,$,,,Somers Point,6.168717277486911
Giovanni's Pizza,$,Pizza,,Jamison,6.168717277486911
Dunkin Donuts,$,Donuts,Fenway–Kenmore,Boston,6.160078534031414
Santarpio's Pizza,$,Pizza,Jeffries Point,Boston,6.155759162303665
Ben & Jerry’s,None,Ice Cream,Prudential / St. Botolph,Boston,6.151439790575917
A Mano,$$$,Italian,,Philadelphia,6.151439790575917
Novitá,$$$,"Italian, Wine Bar",Mott Section,Garden City,6.151439790575917
Tuscan Kitchen Seaport,$$$,Italian,D Street / West Broadway,Boston,6.13848167539267
Beck's Land & Sea House,$$$,,,Nazareth,6.1341623036649215
"Savona Restaurant, King of Prussia",$$$,Italian,Executive Estates Park,Gulph Mills,6.1341623036649215
The Donut Pub,$$$,"Donuts, Pub",NoHo,New York,6.125523560209424
Namkeen,None,"Chicken, Sandwiches",South Williamsburg,New York,6.125523560209424
Teak,None,American,St. Petersburg Innovation District,St. Petersburg,6.116884816753927
Georgetown Cupcake,$$,"Bakery, Dessert",SoHo,New York,6.818734491315137
Tatte Bakery & Cafe,$$,"Bakery, Cafe",Seaport District,Boston,6.818734491315137
Clear Flour Bakery,$$,Bakery,Packard's Corner,Brookline,6.818734491315137
Mountain Springs Restaurant - Captain's Cove,$$,,,Reading,6.112565445026178
400 Beach Seafood & Tap House,$$,Seafood,,St. Petersburg,6.112565445026178
Star Thai & Sushi,$$,"Japanese, Sushi, Thai",,Siesta Key,6.806451612903226
Shake Shack Midtown East,$$,"American, Burgers",Murray Hill,New York,6.802357320099256
Sidewalk Tacos Food Truck,None,Taqueria,Greenwich Village,New York,6.802357320099256
Corner Bistro,$,"American, Burgers",West Village,New York,6.794168734491315
FREEHOLD,$$,"American, Cafe",Williamsburg,New York,6.790074441687345
La Dolce Vita,$$,,,Millsboro,6.103926701570681
The Docks,None,,,Key West,6.099607329842932
Madara's Seafood,None,Seafood,,Newtown,6.0952879581151835
McKenzie Brew House,$$,,,Malvern,6.785980148883375
Snap Custom Pizza,$,Pizza,Willowburn,Bryn Mawr,6.785980148883375
Summer House,$$,,,Rehoboth Beach,6.090968586387435
Mason's Famous Lobster Rolls,$$,,,Rehoboth Beach,6.086649214659686
Bad Monkey OC,$$,"Burgers, Sandwiches",North Ocean City,Ocean City,6.082329842931937
Stonersville Hotel,$$,,,Birdsboro,6.777791563275434
Häagen-Dazs,$$,,,King of Prussia,6.0780104712041885
Hattie B's Hot Chicken - Nashville - Melrose,$$,"American, Chicken, Southern",Woodland in Waverly,Nashville,6.0780104712041885
Naf Naf Grill,$,,Center City West,Philadelphia,6.069371727748691
Evil Genius Beer Company,$,,,Philadelphia,6.069371727748691
Tradesman's,None,Barbecue,Midtown Village,Philadelphia,6.069371727748691
Pizza Roma Quakertown,$,Pizza,,Quakertown,6.069371727748691
Shank's Original,$,,South Philadelphia,Philadelphia,6.052094240837697
honeygrow,$$,,Center City West,Philadelphia,6.047774869109948
Shake Shack Suburban Square,$$,Burgers,,Ardmore,6.043455497382199
Vecchia Nuova,$$,,,Phoenixville,6.043455497382199
Buffalo Wild Wings,$$,American,Audubon Shrine,Phoenixville,6.034816753926702
MidiCi - Italian Kitchen,$$,Italian,,East Providence,6.030497382198953
Barnaby's West Chester,$$,,,West Chester,6.030497382198953
Rams Head Bar & Grill,$$,,,West Chester,6.021858638743455
PrimoHoagies,$$,,,Phoenixville,6.017539267015707
Ben & Jerry’s,$$,Dessert,Fort Point Channel Landmark District,Boston,6.017539267015707
Bodega Canal,$$,"Bar Food, Pizza",Downtown,Boston,6.017539267015707
Tokyo Steakhouse,$$,Steakhouse,,Lewes,6.004581151832461
Over Easy Cafe,$$,,,Sanibel,6.004581151832461
PrimoHoagies,$$,,,Downingtown,5.995942408376964
Perkasie Pizza & Pasta,$$,Pizza,,Perkasie,5.991623036649215
Huda,None,Sandwiches,Center City West,Philadelphia,6.773697270471464
Brewery ARS,None,Brewery,,Philadelphia,6.769602977667494
Butler,$$,Cafe,Williamsburg,New York,6.765508684863524
Tres Gatos,$$,"Spanish, Tapas",Jamaica Plain,Boston,6.765508684863524
110 Japan Sushi Hibachi & Lounge,$$,"Bar Food, Hibachi, Japanese, Steakhouse, Sushi",,Huntington Station,6.765508684863524
Ozgoods Neighborhood Grill & Bar,$$,,,Kutztown,6.765508684863524
Carlino's Market,$$,"Italian, Market",,Ardmore,5.987303664921466
P. J. Clarke’s At The Curtis,$$,,Center City East,Philadelphia,5.982984293193717
MilkBoy,$$,American,Gayborhood,Philadelphia,5.978664921465969
Bistro Romano,$$$,Italian,Southwark,Philadelphia,5.978664921465969
Spasso Italian Grill,$$,Italian,,Philadelphia,5.978664921465969
Goldie,None,"Israeli, Vegan",University City,Philadelphia,5.965706806282723
Talula's Daily,$$,"American, Cafe, Dessert",Center City,Philadelphia,5.9613874345549736
Revolution House,$$,"American, Pizza",Old City,Philadelphia,5.9613874345549736
Pizza Peddler,$$,Pizza,Westtown Hillside,West Chester,5.9613874345549736
Urban Village Brewing Company,$$,"Brewery, Pizza",Northern Liberties,Philadelphia,5.948429319371728
DanDan Rittenhouse,$$,"Asian, Chinese, Taiwanese",Center City West,Philadelphia,5.944109947643979
PrimoHoagies,$$,Sandwiches,Midtown Village,Philadelphia,5.944109947643979
Terakawa Ramen,$$,Ramen,University City,Philadelphia,5.935471204188482
Barcade,$$,,Fishtown,Philadelphia,5.935471204188482
Freebyrd Chicken - Philadelphia,$$,,,Philadelphia,5.926832460732984
"Weavers Way Co-op, Chestnut Hill",None,,Chestnut Hill,Philadelphia,5.926832460732984
Chickie's & Pete's,$$,,,Malvern,5.918193717277487
The Gryphon,$$,,South End,Burlington,5.918193717277487
Texas Roadhouse,$$,,,Montgomeryville,5.90955497382199
Grotto Pizza,$$,Pizza,,Rehoboth Beach,5.90955497382199
Pearl's Oyster Bar,$$,,Center City East,Philadelphia,5.900916230366493
Chiaro's Pizzeria & Restaurant Green Lane,$,Pizza,,Green Lane,5.896596858638744
Skippack Pizza,$,Pizza,,Schwenksville,5.896596858638744
WindMill Hot Dogs of Belmar,$,,,Belmar,5.887958115183246
Sam Adams Boston Taproom,None,Beer,Government Center,Boston,5.8836387434554975
Crab Barn,$$$,,,Reading,5.879319371727749
Tap Room,$$,"American, Bar Food",,Patchogue,5.875
The Pour House [Exton],$$,,,Exton,5.875
Blue Bottle Coffee,$$,Coffee Shop,Midtown East,New York,5.8663612565445025
Rams Head Tavern,$$,,,Annapolis,5.862041884816755
The Pub - Tampa,$$,Pub,Westshore,Tampa,5.862041884816755
Starbucks Reserve,$$,,Chelsea,New York,5.853403141361257
Soho Park,$$,American,Nolita,New York,5.853403141361257
Argento's Pizza Pottstown,$,Pizza,,Pottstown,5.8447643979057595
Fiesta Habanero,$,Mexican,,Quakertown,5.8447643979057595
Bayou Bar & Grill,$,,Manayunk,Philadelphia,5.836125654450262
Blue Corn Restaurant and Bar,$$,Mexican,Bella Vista,Philadelphia,5.831806282722513
Paddy Whacks Irish Sports Pub - South Street,$$,Pub,Southwark,Philadelphia,5.831806282722513
Llanerch Diner,$,Diner,Kirklyn,Pennsylvania,5.823167539267016
Tio Flores,$$,Mexican,Graduate Hospital,Philadelphia,5.823167539267016
Chickie's & Pete's,$$,,Wissinoming,Philadelphia,5.814528795811518
Ben & Jerry’s,$$,,Spruce Hill,Philadelphia,5.814528795811518
McGillin's Olde Ale House,$,"Irish, Pub",Midtown Village,Philadelphia,5.8058900523560215
Chickie's & Pete's,$$,,,Eagleville,5.801570680628273
Anthony's Coal Fired Pizza & Wings,$$,Pizza,,Horsham,5.801570680628273
Tipsy Turtle Restaurant & Bar,None,,,Sanibel,5.792931937172775
Buffalo Wild Wings,$$,,Moorestown-Lenola,Mount Laurel Township,5.7886125654450264
Krispy Krunchy Chicken,$,,,Fleetwood,5.784293193717278
Wendy's,$,,,Newtown,5.779973821989529
Manhattan Bagel,$,,,Chalfont,5.77565445026178
MOD Pizza,$,Pizza,,Newtown,5.77565445026178
C.J. Hummels Restaurant,$$,,,Lenhartsville,5.767015706806283
Buffalo Wild Wings,$$,,,Langhorne,5.762696335078534
Kutztown Tavern,$$,,,Kutztown,5.762696335078534
Tootsies Orchid Lounge,None,Bar,Sobro,Nashville,5.754057591623037
Basin Street Hotel - Restaurant & Pub,$,Pub,,Kutztown,5.749738219895288
Tosco's Pub & Grill,$$,Pub,,Pennsburg,5.749738219895288
Sweeney's Station Saloon,$,,Somerton,Philadelphia,5.749738219895288
Snuzzle's,$,,,Mertztown,5.736780104712042
Embers Restaurant,$$$,,,Ocean City,5.732460732984293
Bad Monkey West OC,$$,,,Ocean City,5.728141361256545
4th Street Taphouse Bar & Grille,$$,,,Ocean City,5.728141361256545
Grotto's Pizza,$$,Pizza,,Ocean City,5.728141361256545
Fractured Prune Donuts,$$,Donuts,Historic/Old Town,Ocean City,5.715183246073298
Grotto Pizza,$$,Pizza,,Newark,5.715183246073298
Bull on the Beach,$$,,,Ocean City,5.706544502617801
Touch of Italy Lewes DE,$$,,Lewes Historic District,Lewes,5.702225130890053
Big Pecker's Bar & Grill,$$,,,Ocean City,5.702225130890053
Minella's Diner,$$,Diner,West Wayne,Wayne,5.693586387434555
Snapper's Sea Grill,$$,"Grill, Seafood",Brightwater,St. Pete Beach,5.689267015706807
Stopper's Steak and Seafood,$$,Seafood,,Birdsboro,5.689267015706807
The Raw Bar at Island Creek Oyster Farm,None,Seafood,Duxbury,Duxbury,6.749131513647643
Harrison's Harbor Watch,$$$,Seafood,,Ocean City,5.680628272251309
Chambers 19 Bistro & Bar,$$,,,Doylestown,5.680628272251309
Columbia Restaurant,$$$,Spanish,Ybor City Historic District,Tampa,5.680628272251309
Meding's Seafood,$$,Seafood,,Milford,5.667670157068063
Pop's Kitchen,$,,,Easton,5.663350785340315
Jerry's Rotisserie and Fried Chicken,$,,,Pottstown,5.659031413612565
V & S Sandwich Shop,$,Sandwiches,,Reading,5.654712041884817
Wendy's,$,,,Pottstown,5.650392670157069
Wendy's,$,,,Pottstown,5.64607329842932
No 1 Chinese Restaurant,$,Chinese,,Pottstown,5.64607329842932
Los Aztecas Inc,$,,,Pottstown,5.64607329842932
BIG DADDYS PIZZA,$,Pizza,,Pottstown,5.6331151832460735
King Wok Chinese,$,Chinese,,Pottstown,5.6331151832460735
Corrado's Pizza,$,Pizza,,Pottstown,5.624476439790576
Wendy's,$,,,Pottstown,5.620157068062827
HG Palermo's Pizza,$,Pizza,,Pottstown,5.6158376963350785
Little Oley Tavern,$,,,Boyertown,5.61151832460733
Brookside Family Restaurant,$,,,Pottstown,5.61151832460733
V & S Sandwich Shop,$,Sandwiches,,Temple,5.602879581151832
Capriotti's Sandwich Shop,$,Sandwiches,,Downingtown,5.602879581151832
The Lure,$$,Tapas,Central Arts District,St. Petersburg,5.5942408376963355
Buffalo Wild Wings,$$,,,Warrington,5.5942408376963355
Chickie's and Pete's,$$,,,Warrington,5.5942408376963355
Pink Taco,$$,"Mexican, Taqueria",Fort Point,Boston,5.581282722513089
Crabby Bill's in St. Pete Beach,$$,Seafood,Punta Vista,St. Petersburg,5.5769633507853404
PrimoHoagies,$$,,,Newtown,5.572643979057592
Matteo Trattoria & Pizzeria St Pete,$$,Pizza,,St. Petersburg,5.572643979057592
The Big Catch at Salt Creek,$$,,,St. Petersburg,5.564005235602094
Paradise Grill,$$,,Orchard Manor,Millsboro,5.564005235602094
The Cheesecake Factory,$$,"American, Bar Food, Burgers, Chinese, Dessert, Global, Italian, Mexican",Rittenhouse Row,Philadelphia,5.555366492146597
Hunger Burger,None,Burgers,Center City East,Philadelphia,5.555366492146597
Rouge,$$$,"American, Burgers",Rittenhouse Square,Philadelphia,5.555366492146597
Chestnut Hill Brewing Company,None,Brewery,Chestnut Hill,Philadelphia,5.542408376963351
Grotto Pizza,$$,Pizza,,Wilmington,5.538089005235602
Mama's Pizzeria,$$,Pizza,,Bala Cynwyd,5.533769633507854
Anthony's Coal Fired Pizza & Wings,$$,Pizza,,Wayne,5.529450261780105
Texas Roadhouse,$$,"American, Barbecue, Bar Food, Beverages, Burgers, Chicken, National Chain, Southwestern, Steakhouse",Winding River,Royersford,5.529450261780105
Smokin' Wolf BBQ & More,$$,Barbecue,Apaquogue,East Hampton,5.529450261780105
Anthony's Coal Fired Pizza,$$,Pizza,Swedetown Village,Woodbury,5.516492146596859
Market Street Catch,$$,Seafood,St. Lawrence,Toronto,5.516492146596859
Taqueria Diana,$,Mexican,East Village,New York,5.507853403141361
El Vez,$$,Mexican,Battery Park City,New York,5.507853403141361
Tacombi,$$,"Mexican, Taqueria",South Village,New York,5.507853403141361
Butler,$$,Cafe,Williamsburg,New York,5.507853403141361
Red Paper Clip,$$,American,West Village,New York,5.490575916230367
Fiddlesticks Pub,$$,"American, Bar Food, Burgers, Pub, Sandwiches",West Village,New York,5.486256544502618
The Cheesecake Factory,$$,"American, Bar Food, Burgers, Dessert, Global",Clarksville,Lawrence Township,5.481937172774869
Shake Shack,$$,"American, Burgers, Fast Food, National Chain, Southern",Back Bay,Boston,5.477617801047121
Shake Shack Princeton,$$,"American, Burgers, Fast Food, National Chain, Southern",Clarksville,Lawrence Township,5.477617801047121
Seasons 52,$$,American,Woods Corner,Burlington,5.468979057591623
Pumpernicks Deli,$$,Delicatessen,,North Wales,5.464659685863874
BJ's Restaurant & Brewhouse,$$,,,Allentown,5.4603403141361255
Molly Malloy's,$$,,Center City East,Philadelphia,5.4603403141361255
Fergie's Pub,$$,Pub,Midtown Village,Philadelphia,5.451701570680628
Wharfside Seafood & Patio Bar,$$,Seafood,West Point Pleasant,Point Pleasant Beach,5.44738219895288
Big Fish Seafood Market,None,Seafood,,Rehoboth Beach,5.44738219895288
CIRCA at Foggy Bottom,$$,American,George Washington University,Washington D.C.,5.438743455497383
Founding Farmers DC,$$,"American, Breakfast, Dessert",George Washington University,Washington D.C.,5.438743455497383
Doc Ford's Rum Bar & Grille - Ft. Myers Beach,$$,"American, Caribbean, Seafood",Jonathon Harbour,Fort Myers Beach,5.438743455497383
Serendipity Restaurant,$$,,,Millsboro,5.425785340314136
MilkBoy South Street,$$,,Society Hill,Philadelphia,5.4214659685863875
Famous 4th Street Delicatessen,$$,"Delicatessen, Jewish",Queen Village,Philadelphia,5.4214659685863875
B.GOOD,$$,,,Natick,5.41282722513089
Shake Shack Midtown Village (12th & CHESTNUT),$$,Burgers,Midtown Village,Philadelphia,5.41282722513089
HipCityVeg,$$,Vegetarian,Spruce Hill,Philadelphia,5.41282722513089
Race Street Cafe,$$,,Old City District,Philadelphia,5.399869109947645
Caffè Nero,$$,,Jamaica Hills,Boston,5.395549738219896
The Greene Turtle Sports Bar & Grille,$$,,,Lewes,5.391230366492147
B.GOOD,$$,Fast Food,Back Bay,Boston,5.391230366492147
Temazcal Tequila Cantina,$$$,Mexican,Seaport District,Boston,5.3825916230366495
Chickie's & Pete's,$$,"American, Bar",Packer Park,Philadelphia,5.378272251308901
Jake n JOES Sports Grille - Waltham,$$,"Bar, Sports Bar",,Waltham,5.378272251308901
Rainforest Cafe,$$,American,Golden Oak,Lake Buena Vista,5.369633507853403
The Grey Dog—Chelsea,$$,American,Chelsea,New York,5.365314136125654
Häagen-Dazs® Ice Cream Shop,$$,Ice Cream,Georgetown,Washington D.C.,5.365314136125654
Planet Hollywood,$$,American,Midtown Manhattan,New York,5.356675392670157
It's Greek to Me,$$,Greek,Ridgewood Junction,Ridgewood,5.356675392670157
Olive Garden Italian Restaurant,$$,"American, Italian",Theater District,New York,5.348036649214659
La Lanterna di Vittorio,$$,"Dessert, Italian, Pizza",South Village,New York,5.348036649214659
Amelie Wine Bar & Bistro,$$,"French, Wine Bar",Greenwich Village,New York,5.348036649214659
Honeybrains at Saks,$$,,Midtown East,New York,5.348036649214659
Blue Haven,$$,"American, Bar Food",South Village,New York,5.330759162303665
Ess-a-Bagel Time Out Market New York,None,Bagels,Fulton Ferry District,New York,5.326439790575916
Bubba Gump Shrimp Co.,$$,Seafood,Midtown Manhattan,New York,5.326439790575916
