Name,Price,Categories,Neighborhood,City,Rating
The Dough Roller,$$,,,Ocean City,3.0597938144329895
The Dough Roller,$$,,North Ocean City,Ocean City,3.0257731958762886
Monte Carlo Italian Pizzeria & Family Restaurant,$$,"Italian, Pizza",,Gilbertsville,3.0257731958762886
Nick's Original House of Ribs,$$,"American, Barbecue, Seafood",,Ocean City,3.0257731958762886
Hammerheads Bar & Grill,$$,,,Ocean City,2.974742268041237
Cracker Barrel Old Country Store,$$,,,Rehoboth Beach,2.9577319587628867
Rocco's Brick Oven Pizzeria,$,Pizza,,Collegeville,3.754188481675393
My Three Sons Bagel Cafe,$,Bagels,Mott Section,Garden City,3.754188481675393
Parma Pizza,$,Pizza,,Pottstown,3.7455497382198955
Tim Hortons,$,,Falls View,Niagara Falls,3.7455497382198955
The Lighthouse Dewey Beach,$$,,,Dewey Beach,3.7369109947643984
Pina's Pizza 3,$,Pizza,,Doylestown,2.940721649484536
White Castle,$,,,Howell Township,3.7325916230366496
Villa Capri,$$,,,Doylestown,2.9237113402061854
McDonald's,$,,,Doylestown,3.728272251308901
California Tortilla,$,,,Doylestown,2.906701030927835
Nat's Pizza,$,Pizza,Holicong,Doylestown,2.8896907216494845
Royal Farms,None,,,Kulpsville,3.723952879581152
Bally's Dover Casino Resort,None,,,Dover,3.723952879581152
Royal Farms,None,,West Laurel Acres,Laurel,3.7153141361256545
Royal Farms,None,,,Harbeson,3.7153141361256545
Joe's Waterfront,$$,Seafood,North End,Boston,3.7066753926701574
Ardmore Pizza,$$,Pizza,,Ardmore,3.7066753926701574
Iron Hill Brewery & Restaurant,$$,Brewery,Chestnut Hill,Philadelphia,3.7066753926701574
Panera Bread,$$,,,Reading,3.693717277486911
Anthony's Trattoria,$$,,,Reading,3.6893979057591624
Wendy's,$,,,Exton,3.685078534031414
Salad Works Cafe,None,,,East Norriton,3.6807591623036653
Freddy's Frozen Custard & Steakburgers,$,,,Exton,3.6764397905759165
Mama's Pizza IV,$,Pizza,,Dresher,3.6764397905759165
White Castle,$,,Kendall Park,South Brunswick Township,3.667801047120419
Franks Pizza,$,Pizza,,Blue Bell,3.6634816753926702
Marco's Pizzeria,$,Pizza,,Newtown,2.872680412371134
Charcoal Pit,$,,Wilmont,Wilmington,3.659162303664922
Pizza Pizza,$,Pizza,,Niagara Falls,3.654842931937173
Dante's Coal Fired Pizza,$$,Pizza,,Sanibel,2.8556701030927836
The Pizza Stop,$$,Pizza,,Collegeville,2.8556701030927836
Xfinity Live! Philadelphia,$$,,South Philadelphia East,Philadelphia,2.821649484536082
Jason Aldean's Kitchen + Rooftop Bar,$$,"American, Southern",The District,Nashville,2.8046391752577318
Moshulu,$$$$,"American, Seafood",,Philadelphia,2.8046391752577318
Cracker Barrel Old Country Store,$$,,,Pennsylvania,2.770618556701031
Barrel and Ale,$$,,,Boyertown,3.6505235602094244
Our Place Restaurant,$$,,,Gilbertsville,2.7536082474226804
P.J. Whelihan's Pub + Restaurant - West Chester,$$,Pub,,West Chester,2.7536082474226804
Golden Dragon,$$,,,Gilbertsville,2.7536082474226804
Iron Hill Brewery & Restaurant,$$,Brewery,,West Chester,2.702577319587629
Margaritaville Atlantic City,$$,,,Atlantic City,3.6462041884816756
Perkins,$$,,,Allentown,2.6855670103092786
China House,None,Chinese,,Bally,2.6685567010309277
Joey G's,None,,Northeast Philadelphia,Philadelphia,2.6685567010309277
South Street Diner,$,,Southwark,Philadelphia,2.6345360824742268
Douglassville Hotel Restaurant & Bar,$$,,,Douglassville,2.6345360824742268
Little Nicky's,$$,,,Douglassville,2.600515463917526
California Tortilla,$,Mexican,Arbors at Providence,Royersford,2.583505154639175
"China Bar, Inc.",$$,Chinese,,Stowe,2.5664948453608245
Hard Rock Cafe,$$,,Inner Harbor,Baltimore,2.549484536082474
Founding Farmers,$$$,American,Shand Tract,King of Prussia,2.549484536082474
LongHorn Steakhouse,$$,Steakhouse,,Pottstown,2.515463917525773
Station Pizza,$,Pizza,Somerton,Philadelphia,2.4984536082474227
Daiquiri Deck St. Armands Circle,$$,,St. Armands,Sarasota,2.4984536082474227
Panda Express,$,,Logan Square,Philadelphia,2.4644329896907218
Mannino's Pizzeria,$,Pizza,,Pottstown,2.4644329896907218
China Max,$,Chinese,,Wyomissing,2.4644329896907218
Sbarro,$,"National Chain, Pizza",Midtown South,New York,2.41340206185567
LongHorn Steakhouse,$$,Steakhouse,,Hamilton,2.3963917525773195
Chester's Chicken,None,,,Honey Brook,2.3963917525773195
LongHorn Steakhouse,$$,Steakhouse,,Exton,2.3623711340206186
Chiaro's Pizzeria & Restaurant Pennsburg,None,Pizza,,Pennsburg,2.345360824742268
Fork & Ale,$$,,,Douglassville,2.345360824742268
LongHorn Steakhouse,$$,Steakhouse,,Norristown,2.345360824742268
P.J. Whelihan's Pub + Restaurant - Blue Bell,$$,Pub,,Blue Bell,2.345360824742268
Bamboo Asian Cuisine,$$,,Park Ridge,Allentown,2.277319587628866
Applebee's Grill + Bar,$$,,,Pennsylvania,2.2603092783505154
BurgerFi,$$,,,Philadelphia,2.2603092783505154
Ruby Tuesday,$$,,,Wyomissing,2.2262886597938145
Caesars Atlantic City,None,,,Atlantic City,3.641884816753927
Old City Pizza,$,Pizza,Old City,Philadelphia,2.209278350515464
Tony Soprano's Pizza,$$,Pizza,,Medford,2.1922680412371136
Dave & Buster's,$$,,,Philadelphia,2.1922680412371136
Pizza by Elizabeths,$$,Pizza,Greenville Place,Wilmington,2.1922680412371136
Geno's Steaks,$$,"American, Sandwiches",Passyunk Square,Philadelphia,2.141237113402062
Geno's Steaks,$$,,,Philadelphia,2.141237113402062
Carrabba's Italian Grill,$$,Italian,,Allentown,3.637565445026178
Buca di Beppo Italian Restaurant,$$,Italian,,Wyomissing,3.6332460732984297
Limerick Bowl,None,,,Limerick,3.628926701570681
Lobster Pot Restaurant,$$,,,Sarasota,2.107216494845361
George's Pizza,$,Pizza,Olde Kensington,Philadelphia,2.0902061855670104
Golden Crust Pizza III,$,Pizza,East Falls,Philadelphia,2.0902061855670104
Pizza Jawn,$,Pizza,Manayunk,Philadelphia,2.056185567010309
One Pound Cheese Steak,$,,East Kensington,Philadelphia,3.624607329842932
Bally's Atlantic City Hotel & Casino,None,,,Atlantic City,2.0391752577319586
Chickie's & Pete's Crabfries at Citizens Bank Park,None,,South Philadelphia East,Philadelphia,3.6202879581151834
Lione's Pizza Restaurant,$,Pizza,,Downingtown,2.022164948453608
Vito's NY Style Pizza & Grill,$,Pizza,,Spring City,2.0051546391752577
Faraco's Pizzeria & Restaurant,None,Pizza,,Quakertown,3.6159685863874347
Pizza Italia,$,Pizza,,Reading,3.6159685863874347
Palermo's Pizza,$,Pizza,,Phoenixville,3.6159685863874347
Main Street Pub,$,Pub,,Bally,3.603010471204189
Giannotti's Ristorante,$,Italian,,Kutztown,3.59869109947644
McDonald's,$,,,North Wales,3.5943717277486913
PIZZA VILLA Pizzeria & Grill of Skippack,$,Pizza,,Skippack,3.5943717277486913
McDonald's,$,,,North Wales,3.585732984293194
American Star Diner,$,,,North Wales,3.585732984293194
Friendly's,$,,,Rehoboth Beach,1.9881443298969073
Pizza Village IV,$,Pizza,,Bethlehem,3.5770942408376967
The Bryant,None,American,,Huntington Station,3.5770942408376967
Pizza Como & 50 Yard Line Sports Bar,$,Pizza,,Bethlehem,3.568455497382199
Potts & Penn Family Diner,$,,,Pottstown,3.5641361256544504
White Castle,$,,,Fullerton,3.559816753926702
Einstein Bros. Bagels,$,Bagels,,Yardley,1.9711340206185568
Brü Craft & Wurst,$$,,Midtown Village,Philadelphia,1.9541237113402061
Alfredo's Pizza,$$,Pizza,,Bally,3.5554973821989533
Johnny Rockets,$$,,,Tannersville,3.5554973821989533
Royal Farms,None,,,Ocean View,3.5468586387434557
Ole Red,$$,Pub,The District,Nashville,1.9371134020618557
Hard Rock Cafe,$$,"American, Bar",Center City East,Philadelphia,1.9371134020618557
Papa Bernard's Pizzeria,None,Pizza,,Bechtelsville,1.9030927835051548
Capt. Cook's,$,,,Orlando,3.542539267015707
BENTO Downtown St. Petersburg,$,Asian Fusion,Waterfront Arts District,St. Petersburg,1.886082474226804
Royal Farms,None,,,Norristown,3.538219895287958
Tom's Bar & Grille / Carwash,$,,,Royersford,3.53390052356021
Wendy's,$,,,Royersford,3.529581151832461
Pats Pizzeria Lindenwold,$,Pizza,,Lindenwold,1.8690721649484536
Palermo's Pizza,$,Pizza,,Royersford,1.8520618556701032
Michael's Family Restaurant & Diner,$,,,Montgomeryville,1.8350515463917527
Mango's,$$,,Cotton Patch Hills,Bethany Beach,1.8350515463917527
Movie Tavern Collegeville,None,,,Collegeville,1.8010309278350516
Einstein Bros. Bagels,$,Bagels,,Langhorne,1.7840206185567011
Big Chill Beach Club,$$,,,Bethany Beach,1.7840206185567011
Michael's Restaurant,$,,,Douglassville,1.7840206185567011
Island Pizza,$$,Pizza,,Birdsboro,1.7329896907216495
Topgolf,$$,,Masonville,Mount Laurel Township,3.5252617801047124
Ruby's Diner,$$,,,Atlantic City,3.5252617801047124
Greenhouse Enoteca,$$,,West End Theatre District,Allentown,3.516623036649215
Coastal Craft Kitchen & Bar,$$,,,Atlantic City,3.516623036649215
Boston Style Pizza,$$,Pizza,,North Wales,1.715979381443299
Soprano's Pizzeria & Restaurant,$$,Pizza,,Warrington,1.6989690721649484
Vince’s Pizza & Restaurant,$,Pizza,,Yardley,1.681958762886598
Louie's Pizza,$,Pizza,,Rehoboth Beach,1.6649484536082475
The Dough Roller,$$,,,Ocean City,1.6649484536082475
Tony C’s Seaport,$$,American,Seaport District,Boston,1.6649484536082475
Oath Pizza - South Station,$,Pizza,Downtown,Boston,1.613917525773196
First Wok Chinese Restaurant,$,Chinese,,Millsboro,3.5079842931937177
Borgata,None,,,Atlantic City,3.503664921465969
Oasis Bar & Grill,None,,,Orlando,3.503664921465969
Tropicana,None,,,Atlantic City,3.503664921465969
Metropolis Diner,$$,Diner,,Medford,3.4907068062827227
"Golden Nugget Atlantic City Hotel, Casino & Marina",None,,,Atlantic City,3.4907068062827227
Johnny Rockets,$$,,Ducktown,Atlantic City,3.4820680628272256
Pottstown Metro 100 Diner,$,,,Pottstown,3.477748691099477
Denny's,$,,,Ocean City,1.5969072164948455
Carmelo's Pizza,$,Pizza,,Boyertown,1.579896907216495
China Moon,$,Chinese,,Boyertown,1.5628865979381443
Josh's Pizza,$,Pizza,,Boyertown,1.5628865979381443
Jekyll and Hyde Club,$$$,,West Village,New York,1.5288659793814434
Jay Lanes,None,,,Douglassville,1.5288659793814434
McDonald's,$,,,Millsboro,1.4948453608247423
McDonald's,$,,,Rehoboth Beach,1.4778350515463918
Popeyes Louisiana Kitchen,$,,,Rehoboth Beach,1.4608247422680414
Sheetz,$,,,Reading,1.4438144329896907
Tony Luke's,$$,,Southwest Philadelphia,Philadelphia,1.4438144329896907
Pat's King of Steaks,$$,"American, Cheesesteaks",South Philadelphia,Philadelphia,1.4097938144329898
McDonald's,$,,,Phoenixville,1.3927835051546391
Bravo Pizza,$,Pizza,,Pottstown,1.3927835051546391
Boston Market,$,,,Pottstown,1.3587628865979382
Boston Market,$,,,Phoenixville,1.3417525773195877
Burger King,$,Burgers,,Phoenixville,1.3417525773195877
Burger King,$,Burgers,,Reading,1.3077319587628868
Arby's,$,,,Reading,1.3077319587628868
Russo's Pizzeria & Italian Restaurant,$,"Italian, Pizza",,Reading,1.3077319587628868
Sheetz,$,,,Reading,1.256701030927835
Sheetz,$,,,Bethlehem,1.2396907216494846
Sheetz,$,,,Reading,1.2396907216494846
Boston Market,$,,,Abington,1.2056701030927837
SUBWAY,$,,,King of Prussia,1.2056701030927837
Subway,$,,,King of Prussia,1.2056701030927837
McDonald's,$,,,King of Prussia,1.2056701030927837
McDonald's,$,,,Wyomissing,1.1376288659793814
China 3,$,Chinese,,Birdsboro,1.1376288659793814
Burger King,$,Burgers,,Bristol,1.1376288659793814
Burger King,$,Burgers,,Doylestown,1.08659793814433
Chinatown Buffet & Grill,$,,,Rehoboth Beach,1.0695876288659796
Arby's,$,,,Kutztown,1.0695876288659796
Sheetz,$,,,Lancaster,1.0355670103092787
The New Pennsburg Diner,$,American,Palm,Pennsburg,1.0185567010309278
Parxgrill,None,,,Bensalem,3.473429319371728
Wings To Go - Long Neck,$,,,Millsboro,1.0015463917525773
Fat Tuesday,$,,Society Hill,Philadelphia,0.9845360824742269
Papa Johns Pizza,$,Pizza,,Bechtelsville,0.9675257731958764
IHOP,$,,Midtown Village,Philadelphia,0.9675257731958764
Luke's Lobster Bethesda,$$,,,Bethesda,3.4691099476439793
Gianna's Pizzeria,$,Pizza,,Medford,0.9335051546391755
Blaze Pizza,$,Pizza,,Sarasota,0.916494845360825
Red Robin Gourmet Burgers and Brews,$$,Burgers,,Reading,0.8994845360824741
J D Shuckers,$$,,,Lewes,0.8824742268041237
Vinnie's,None,,,Birdsboro,0.8824742268041237
"Tilted Kilt Pub and Eatery Sicklerville, NJ",$$,Pub,,Gloucester Township,0.8484536082474228
Applebee's Grill + Bar,$$,,,Farmingville,0.8484536082474228
Applebee's Grill + Bar,$$,,,Reading,0.8144329896907219
Tony Luke's,$$,Cheesesteaks,South Philadelphia East,Philadelphia,0.7974226804123714
P.F. Chang's,$$,Asian,Regency Hills at Providence,Collegeville,0.780412371134021
Papa Johns Pizza,$,Pizza,,Pottstown,0.76340206185567
Burger King,$,Burgers,,Pottstown,0.76340206185567
Arby's,$,,,Pottstown,0.7293814432989691
Burger King,$,Burgers,,Pottstown,0.7293814432989691
KFC,$,,,Royersford,0.7293814432989691
George's Famous Pizza,$,Pizza,Frankford,Philadelphia,0.6783505154639178
Chipotle Mexican Grill,$,Mexican,Graduate Hospital,Philadelphia,0.6783505154639178
Burger King,$,Burgers,,Pennsburg,0.6443298969072164
Sheetz,$,,,Ephrata,0.6443298969072164
Taco Bell/KFC,$,,,Royersford,0.6443298969072164
McDonald's,$,,,Gilbertsville,0.5932989690721651
Subway,$,,,Exton,0.5762886597938146
Boston Market,$,,,Exton,0.5762886597938146
New Hope Star Diner,$,,,New Hope,0.5422680412371137
sweetgreen,$$,"Healthy, National Chain, Salad",Back Bay,Boston,0.5252577319587632
Yard House,$$,"American, Asian, Bar Food, National Chain",Abrahams,King of Prussia,0.5252577319587632
Connolly's Pub & Restaurant,$$,"Irish, Pub",Midtown Manhattan,New York,0.4912371134020619
Red Lobster,$$,,,King of Prussia,0.47422680412371143
Applebee's Grill + Bar,$$,American,Coddington View,Pottstown,0.457216494845361
Applebee's Grill + Bar,$$,,,Rehoboth Beach,0.4402061855670105
Five Guys,$$,,,Newtown,0.4402061855670105
North Italia,None,Italian,Abrahams,King of Prussia,0.4061855670103096
Borgata Buffet,None,,,Atlantic City,0.4061855670103096
Bar Louie - Center Valley,$$,,,Pennsylvania,0.37216494845360826
Marcos Pizza & Family Restaurant,$$,Pizza,,Gilbertsville,0.37216494845360826
Taco Bell,$,,,Gilbertsville,0.33814432989690735
Taco Bell,$,,,King of Prussia,0.33814432989690735
IHOP,$,,,Blue Bell,0.30412371134020644
Chipotle Mexican Grill,$,Mexican,,North Wales,0.30412371134020644
Grill Shop,$,,,Boyertown,0.2701030927835055
Red Lobster,$$,,,Pottstown,0.25309278350515463
Hard Rock Hotel & Casino Atlantic City,$$$,,Ducktown,Atlantic City,3.4647905759162305
Spunktown Tavern,$$,,,Boyertown,0.23608247422680417
Great Wall,None,,,Gilbertsville,3.4604712041884818
China King,None,Chinese,,Gilbertsville,3.4561518324607334
Horsham Pizza,$,Pizza,Windsor Pass,Horsham,3.4518324607329847
Tim Hortons,$,,Hamilton District,Allentown,3.447513089005236
Max's Steaks,$,Cheesesteaks,Hunting Park,Philadelphia,3.443193717277487
Firehouse Subs Santa Barbara & Veterans,$,,Pelican,Cape Coral,3.4388743455497384
Firehouse Subs Florence,$,,,Florence,3.4345549738219896
II Brother's Pizza & Restaurant,$$,Pizza,,Glen Mills,3.4302356020942413
Pizza Plaza,$,Pizza,,Horsham,3.4259162303664925
Serafina East Hampton,$$,Italian,Apaquogue,East Hampton,3.4215968586387437
Pizza 99 Cents,$,Pizza,Midtown Manhattan,New York,3.417277486910995
Hudson Bagels,$,Bagels,West Village,New York,3.412958115183246
Da Andrea,$$,Italian,Greenwich Village,New York,3.4086387434554974
Bagel Talk,None,Bagels,Upper West Side,New York,3.4086387434554974
Bob Evans,$$,,,Phoenixville,0.21907216494845372
Bob Evans Restaurant,$$,,,Lewes,0.21907216494845372
BlackJax American Pub & Grill Restaurant,$$,Pub,,Birdsboro,0.21907216494845372
sweetgreen,$$,,,King of Prussia,0.16804123711340235
Hooters,$$,,,Ocean City,0.1510309278350519
Five Guys,$$,,,Rehoboth Beach,0.134020618556701
IHOP,$,,,Rehoboth Beach,0.11701030927835054
